chr20	8345164	8345432	1
chr2	43421207	43421475	1
chr2	101396614	101396882	1
chr2	235597817	235598085	1
chr3	124373435	124373703	1
chr3	148932584	148932852	1
chr6	3840668	3840936	1
chr6	123113077	123113345	1
chr7	2662878	2663146	1
chr9	112983114	112983382	1
chr9	136757545	136757813	1
chr10	70636363	70636631	1
chr10	93466112	93466380	1
chr12	49815138	49815406	1
chr14	24353216	24353484	1
chr16	8768191	8768459	1
chr16	78514535	78514803	1
chr17	16192225	16192493	1
chr17	71285093	71285361	1
chr19	16310876	16311144	1
chr20	10689500	10689768	1
chr20	35581510	35581778	1
chr2	138700754	138701022	1
chr2	204684502	204684770	1
chr6	2839419	2839687	1
chr6	5017450	5017718	1
chr6	41033318	41033586	1
chr6	43884963	43885231	1
chr6	119668800	119669068	1
chr9	19151976	19152244	1
chr9	116267145	116267413	1
chr10	35653843	35654111	1
chr10	105554020	105554288	1
chr10	117816406	117816674	1
chr12	12466995	12467263	1
chr14	31731174	31731442	1
chr16	54214833	54215101	1
chr16	87970139	87970407	1
chr17	34300422	34300690	1
chr17	46949017	46949285	1
chr19	17355203	17355471	1
chr19	49061526	49061794	1
chr20	18125385	18125653	1
chr2	26467623	26467891	1
chr2	168684040	168684308	1
chr2	228683585	228683853	1
chr2	241813540	241813808	1
chr3	58179163	58179431	1
chr3	188464198	188464466	1
chr5	109682633	109682901	1
chr6	2876791	2877059	1
chr6	37095821	37096089	1
chr9	104116766	104117034	1
chr9	116937098	116937366	1
chr10	21784743	21785011	1
chr12	132345393	132345661	1
chr15	50636435	50636703	1
chr16	48238476	48238744	1
chr16	69757741	69758009	1
chr17	63543354	63543622	1
chr19	738537	738805	1
chr19	2576921	2577189	1
chr20	1861794	1862062	1
chr20	15041200	15041468	1
chr1	8319104	8319372	1
chr2	27986198	27986466	1
chr2	38145916	38146184	1
chr2	172628917	172629185	1
chr6	3789396	3789664	1
chr6	13605302	13605570	1
chr6	53412954	53413222	1
chr6	158406569	158406837	1
chr14	23790098	23790366	1
chr14	31727341	31727609	1
chr16	14656623	14656891	1
chr16	29840717	29840985	1
chr16	89753635	89753903	1
chr17	1639771	1640039	1
chr17	27025445	27025713	1
chr17	40636436	40636704	1
chr17	73999423	73999691	1
chr18	60119768	60120036	1
chr20	13662205	13662473	1
chr20	60721457	60721725	1
chr1	36705802	36706070	1
chr1	235114651	235114919	1
chr2	73228304	73228572	1
chr2	75748718	75748986	1
chr2	120436841	120437109	1
chr2	150276694	150276962	1
chr2	172585873	172586141	1
chr3	24493156	24493424	1
chr3	38389099	38389367	1
chr3	42797631	42797899	1
chr3	50246274	50246542	1
chr3	122084462	122084730	1
chr3	136217926	136218194	1
chr4	83453031	83453299	1
chr4	140610582	140610850	1
chr7	29288719	29288987	1
chr9	139591602	139591870	1
chr10	5855623	5855891	1
chr10	135191974	135192242	1
chr12	94057204	94057472	1
chr14	24079415	24079683	1
chr17	7740210	7740478	1
chr17	75388455	75388723	1
chr17	80286375	80286643	1
chr19	15791842	15792110	1
chr20	34771114	34771382	1
chr21	16250233	16250501	1
chr21	34949080	34949348	1
chr21	40757539	40757807	1
chr22	41810527	41810795	1
chr1	87258633	87258901	1
chr2	8279247	8279515	1
chr2	48572368	48572636	1
chr2	73259376	73259644	1
chr2	171573330	171573598	1
chr4	52775388	52775656	1
chr4	140763071	140763339	1
chr6	157961031	157961299	1
chr8	27345906	27346174	1
chr8	145728210	145728478	1
chr9	100880665	100880933	1
chr9	126985631	126985899	1
chr10	120873423	120873691	1
chr11	61739567	61739835	1
chr14	54605395	54605663	1
chr14	77299039	77299307	1
chr16	21244815	21245083	1
chr16	57514158	57514426	1
chr16	70191785	70192053	1
chr17	5666988	5667256	1
chr20	17855972	17856240	1
chr20	31133051	31133319	1
chr20	62587203	62587471	1
chr21	44860910	44861178	1
chr1	25494947	25495215	1
chr1	26677264	26677532	1
chr1	150383197	150383465	1
chr1	206285370	206285638	1
chr1	229356968	229357236	1
chr2	22278729	22278997	1
chr2	165599255	165599523	1
chr2	209118659	209118927	1
chr3	9942746	9943014	1
chr3	50359243	50359511	1
chr6	3410827	3411095	1
chr6	11399198	11399466	1
chr6	24667294	24667562	1
chr7	23359882	23360150	1
chr7	100239267	100239535	1
chr9	86244736	86245004	1
chr9	140683942	140684210	1
chr11	121802658	121802926	1
chr16	46902780	46903048	1
chr16	81490540	81490808	1
chr16	85325201	85325469	1
chr17	56015421	56015689	1
chr17	77818851	77819119	1
chr20	43160566	43160834	1
chr20	52294219	52294487	1
chr20	52380441	52380709	1
chr21	46891615	46891883	1
chr1	23289744	23290012	1
chr1	41405482	41405750	1
chr1	57745859	57746127	1
chr1	119506288	119506556	1
chr2	8553930	8554198	1
chr2	20793122	20793390	1
chr2	43411432	43411700	1
chr2	99318936	99319204	1
chr2	183755776	183756044	1
chr2	218767290	218767558	1
chr3	150483767	150484035	1
chr5	149896912	149897180	1
chr6	116337249	116337517	1
chr6	117799595	117799863	1
chr7	5592461	5592729	1
chr7	75536335	75536603	1
chr8	22613705	22613973	1
chr9	134610883	134611151	1
chr10	21794777	21795045	1
chr11	74915109	74915377	1
chr12	76060140	76060408	1
chr12	125336951	125337219	1
chr14	31522436	31522704	1
chr16	14605025	14605293	1
chr17	4691147	4691415	1
chr17	44849336	44849604	1
chr17	55638767	55639035	1
chr17	75449636	75449904	1
chr18	56081048	56081316	1
chr19	39250259	39250527	1
chr19	45439146	45439414	1
chr20	3522550	3522818	1
chr21	16813469	16813737	1
chr1	1872647	1872915	1
chr1	150954354	150954622	1
chr1	166843833	166844101	1
chr2	75749755	75750023	1
chr2	159314612	159314880	1
chr2	236450687	236450955	1
chr4	89028623	89028891	1
chr4	140613846	140614114	1
chr6	3906850	3907118	1
chr6	36797773	36798041	1
chr6	41487096	41487364	1
chr6	41487659	41487927	1
chr6	43047623	43047891	1
chr6	43258637	43258905	1
chr7	74068242	74068510	1
chr7	98768360	98768628	1
chr8	22077743	22078011	1
chr8	22436899	22437167	1
chr8	38410858	38411126	1
chr8	110605677	110605945	1
chr9	93959553	93959821	1
chr11	121435773	121436041	1
chr12	2102989	2103257	1
chr12	24233419	24233687	1
chr12	120666096	120666364	1
chr14	25667082	25667350	1
chr15	63303573	63303841	1
chr16	8772368	8772636	1
chr16	57743626	57743894	1
chr17	70958288	70958556	1
chr17	80253595	80253863	1
chr20	3212803	3213071	1
chr20	30284991	30285259	1
chr20	62358278	62358546	1
chr20	62370538	62370806	1
chr1	27240862	27241130	1
chr1	234736300	234736568	1
chr2	38724421	38724689	1
chr2	76399349	76399617	1
chr2	110373493	110373761	1
chr2	198364668	198364936	1
chr2	232546040	232546308	1
chr2	235789220	235789488	1
chr2	240496410	240496678	1
chr2	242709939	242710207	1
chr3	133449861	133450129	1
chr4	140586881	140587149	1
chr4	183819326	183819594	1
chr6	2515297	2515565	1
chr6	7561798	7562066	1
chr6	96263341	96263609	1
chr6	158375584	158375852	1
chr6	168083670	168083938	1
chr7	73635163	73635431	1
chr8	25177498	25177766	1
chr8	71244891	71245159	1
chr9	77616996	77617264	1
chr9	136604969	136605237	1
chr10	33796871	33797139	1
chr10	65498277	65498545	1
chr11	93304014	93304282	1
chr12	7179406	7179674	1
chr12	9284755	9285023	1
chr12	56475696	56475964	1
chr16	12191414	12191682	1
chr17	41461836	41462104	1
chr19	4583869	4584137	1
chr20	5988267	5988535	1
chr20	21115660	21115928	1
chr20	48217012	48217280	1
chr20	48909386	48909654	1
chr20	52268897	52269165	1
chr20	61555258	61555526	1
chr21	46889620	46889888	1
chr22	50585374	50585642	1
chr1	150943760	150944028	1
chr1	229267343	229267611	1
chr2	85811539	85811807	1
chr2	107001009	107001277	1
chr2	161349087	161349355	1
chr3	186316989	186317257	1
chr5	34487350	34487618	1
chr6	3126700	3126968	1
chr6	3410121	3410389	1
chr6	7108836	7109104	1
chr6	137540545	137540813	1
chr6	149354118	149354386	1
chr6	168134779	168135047	1
chr8	62224323	62224591	1
chr9	136523655	136523923	1
chr11	86652480	86652748	1
chr16	28537750	28538018	1
chr16	31151945	31152213	1
chr16	57815828	57816096	1
chr16	75339284	75339552	1
chr17	36813725	36813993	1
chr17	36902660	36902928	1
chr19	51865994	51866262	1
chr20	35012414	35012682	1
chr1	25093994	25094262	1
chr1	173097110	173097378	1
chr2	10418309	10418577	1
chr2	27400574	27400842	1
chr2	42283143	42283411	1
chr2	219283666	219283934	1
chr3	10266450	10266718	1
chr4	22458073	22458341	1
chr4	95485512	95485780	1
chr5	55654640	55654908	1
chr6	13829167	13829435	1
chr6	36032615	36032883	1
chr6	37112400	37112668	1
chr6	131148358	131148626	1
chr6	145347489	145347757	1
chr6	151990067	151990335	1
chr7	73037271	73037539	1
chr7	151442269	151442537	1
chr8	129209374	129209642	1
chr10	123695333	123695601	1
chr11	3954592	3954860	1
chr11	65125489	65125757	1
chr12	110386946	110387214	1
chr13	52586001	52586269	1
chr15	86383760	86384028	1
chr16	3745969	3746237	1
chr16	68113698	68113966	1
chr17	41534350	41534618	1
chr17	53471934	53472202	1
chr17	71794263	71794531	1
chr17	73572829	73573097	1
chr17	76183986	76184254	1
chr19	41109603	41109871	1
chr20	10348582	10348850	1
chr20	32995821	32996089	1
chr20	36772136	36772404	1
chr20	52196152	52196420	1
chr20	52719897	52720165	1
chr21	18845003	18845271	1
chr21	44827083	44827351	1
chr22	23417927	23418195	1
chrUn_gl000220	17320	17588	1
chr1	12585492	12585760	1
chr1	19275544	19275812	1
chr1	57284448	57284716	1
chr1	95587704	95587972	1
chr1	212965150	212965418	1
chr1	214223920	214224188	1
chr2	42418442	42418710	1
chr2	64251565	64251833	1
chr2	65754953	65755221	1
chr2	96927317	96927585	1
chr2	113401887	113402155	1
chr2	241815905	241816173	1
chr3	158086139	158086407	1
chr3	197547929	197548197	1
chr4	6541035	6541303	1
chr4	100078687	100078955	1
chr4	160341424	160341692	1
chr4	184001675	184001943	1
chr6	17312140	17312408	1
chr6	38013564	38013832	1
chr6	117763076	117763344	1
chr7	91671353	91671621	1
chr7	97761024	97761292	1
chr8	134501958	134502226	1
chr10	72128992	72129260	1
chr10	119164395	119164663	1
chr11	74879713	74879981	1
chr11	129129807	129130075	1
chr12	6651446	6651714	1
chr12	32101778	32102046	1
chr12	111805456	111805724	1
chr13	94944361	94944629	1
chr14	70276006	70276274	1
chr14	88510480	88510748	1
chr15	101979709	101979977	1
chr16	67977231	67977499	1
chr16	68118598	68118866	1
chr16	75104264	75104532	1
chr16	81485744	81486012	1
chr16	89405294	89405562	1
chr17	19552163	19552431	1
chr17	27901801	27902069	1
chr17	70088895	70089163	1
chr17	74592652	74592920	1
chr17	80526336	80526604	1
chr20	33872461	33872729	1
chr20	37542371	37542639	1
chr20	42587866	42588134	1
chr20	48384873	48385141	1
chr22	24577080	24577348	1
chr22	37430203	37430471	1
chr1	31974896	31975164	1
chr1	62889503	62889771	1
chr1	67979533	67979801	1
chr1	78511554	78511822	1
chr1	88641457	88641725	1
chr1	146709797	146710065	1
chr1	156261323	156261591	1
chr1	161188458	161188726	1
chr1	235575105	235575373	1
chr1	236227453	236227721	1
chr2	20415049	20415317	1
chr2	25474301	25474569	1
chr2	39731358	39731626	1
chr2	64220326	64220594	1
chr2	65048842	65049110	1
chr2	102388427	102388695	1
chr2	178116882	178117150	1
chr2	208800656	208800924	1
chr3	57946971	57947239	1
chr3	71421557	71421825	1
chr3	142660553	142660821	1
chr3	170810438	170810706	1
chr3	186330567	186330835	1
chr4	184365263	184365531	1
chr5	133635385	133635653	1
chr6	108887180	108887448	1
chr7	46194156	46194424	1
chr7	73027171	73027439	1
chr7	137633725	137633993	1
chr8	53302762	53303030	1
chr8	129567330	129567598	1
chr9	78988088	78988356	1
chr9	123815906	123816174	1
chr10	8092704	8092972	1
chr10	27023019	27023287	1
chr11	73266070	73266338	1
chr11	116708352	116708620	1
chr12	51326653	51326921	1
chr12	96619890	96620158	1
chr12	113037723	113037991	1
chr12	114208284	114208552	1
chr15	42431184	42431452	1
chr15	53745786	53746054	1
chr15	90546530	90546798	1
chr16	2034496	2034764	1
chr16	4956533	4956801	1
chr16	27225691	27225959	1
chr16	30546043	30546311	1
chr16	71928738	71929006	1
chr16	87389369	87389637	1
chr17	47090981	47091249	1
chr17	56446945	56447213	1
chr17	66481493	66481761	1
chr18	46419983	46420251	1
chr19	1244853	1245121	1
chr20	5798494	5798762	1
chr21	37852355	37852623	1
chr22	33204057	33204325	1
chr22	43044406	43044674	1
chr1	56914624	56914892	1
chr1	56927073	56927341	1
chr2	8243226	8243494	1
chr2	21265865	21266133	1
chr2	29094558	29094826	1
chr2	64877945	64878213	1
chr2	64975072	64975340	1
chr2	99412494	99412762	1
chr2	179293203	179293471	1
chr2	179334358	179334626	1
chr2	220071605	220071873	1
chr2	242750144	242750412	1
chr3	58521770	58522038	1
chr3	72639926	72640194	1
chr3	73100930	73101198	1
chr4	185269996	185270264	1
chr5	149962039	149962307	1
chr6	11435262	11435530	1
chr6	42086311	42086579	1
chr6	130364567	130364835	1
chr6	132302122	132302390	1
chr6	137678904	137679172	1
chr6	143167034	143167302	1
chr6	143247981	143248249	1
chr6	155282914	155283182	1
chr7	23333368	23333636	1
chr7	139440758	139441026	1
chr8	27929886	27930154	1
chr9	133325902	133326170	1
chr10	5613570	5613838	1
chr10	43951042	43951310	1
chr10	102119693	102119961	1
chr10	129955265	129955533	1
chr11	35381649	35381917	1
chr11	58648164	58648432	1
chr11	61748257	61748525	1
chr11	116699707	116699975	1
chr12	3072353	3072621	1
chr12	107952595	107952863	1
chr13	32717108	32717376	1
chr14	73928950	73929218	1
chr14	92980721	92980989	1
chr15	56244786	56245054	1
chr15	68176986	68177254	1
chr16	5194414	5194682	1
chr16	12707298	12707566	1
chr16	30453702	30453970	1
chr16	87823226	87823494	1
chr17	16189289	16189557	1
chr17	48930657	48930925	1
chr17	53146209	53146477	1
chr17	62700715	62700983	1
chr17	72732645	72732913	1
chr17	73073210	73073478	1
chr18	49596800	49597068	1
chr19	18265229	18265497	1
chr19	19207916	19208184	1
chr19	33769493	33769761	1
chr20	17642035	17642303	1
chr20	30252188	30252456	1
chr20	30900890	30901158	1
chr20	36156504	36156772	1
chr21	16568134	16568402	1
chr22	24946298	24946566	1
chr22	38055630	38055898	1
chr22	45669498	45669766	1
chrUn_gl000226	5994	6262	1
chr1	9309505	9309773	1
chr1	11988347	11988615	1
chr1	12441268	12441536	1
chr1	56655746	56656014	1
chr1	212059441	212059709	1
chr2	8266001	8266269	1
chr2	11497546	11497814	1
chr2	54801248	54801516	1
chr2	64047602	64047870	1
chr2	85698241	85698509	1
chr2	121308461	121308729	1
chr2	121312294	121312562	1
chr2	162945748	162946016	1
chr2	167086588	167086856	1
chr2	239358667	239358935	1
chr3	13462016	13462284	1
chr3	52323883	52324151	1
chr3	58161214	58161482	1
chr3	62718236	62718504	1
chr3	99795032	99795300	1
chr3	187701600	187701868	1
chr6	2999437	2999705	1
chr6	13290295	13290563	1
chr6	43880252	43880520	1
chr6	128828675	128828943	1
chr6	142586688	142586956	1
chr6	168165520	168165788	1
chr7	73994417	73994685	1
chr7	100429347	100429615	1
chr8	40803251	40803519	1
chr8	144531835	144532103	1
chr9	86571343	86571611	1
chr9	100988820	100989088	1
chr9	123146561	123146829	1
chr9	129289732	129290000	1
chr10	13215687	13215955	1
chr10	30679165	30679433	1
chr10	126159334	126159602	1
chr11	66738428	66738696	1
chr11	102063353	102063621	1
chr12	132346572	132346840	1
chr14	55411577	55411845	1
chr14	101754881	101755149	1
chr15	51058738	51059006	1
chr16	10359929	10360197	1
chr16	12637728	12637996	1
chr16	30825558	30825826	1
chr17	8536878	8537146	1
chr17	19241639	19241907	1
chr17	27071431	27071699	1
chr17	41286694	41286962	1
chr17	80662189	80662457	1
chr18	47358630	47358898	1
chr19	660963	661231	1
chr19	6372315	6372583	1
chr19	14170485	14170753	1
chr19	39140073	39140341	1
chr19	45449077	45449345	1
chr20	5133605	5133873	1
chr20	6471604	6471872	1
chr20	32898223	32898491	1
chr20	60642202	60642470	1
chr22	43309886	43310154	1
chr1	65937070	65937338	1
chr1	229070990	229071258	1
chr2	260765	261033	1
chr2	3469699	3469967	1
chr2	74656986	74657254	1
chr2	101487280	101487548	1
chr2	102577777	102578045	1
chr2	131859317	131859585	1
chr2	165743934	165744202	1
chr3	53877427	53877695	1
chr3	98497690	98497958	1
chr3	105222035	105222303	1
chr3	184080726	184080994	1
chr3	194257659	194257927	1
chr4	6936322	6936590	1
chr4	10018847	10019115	1
chr4	39651532	39651800	1
chr4	171023653	171023921	1
chr6	36043482	36043750	1
chr6	42172051	42172319	1
chr6	49490637	49490905	1
chr6	119669546	119669814	1
chr6	132165391	132165659	1
chr7	29268210	29268478	1
chr7	30295098	30295366	1
chr7	48183951	48184219	1
chr7	155411533	155411801	1
chr7	156309002	156309270	1
chr8	3845257	3845525	1
chr8	8960163	8960431	1
chr8	13214917	13215185	1
chr8	22214124	22214392	1
chr8	42451288	42451556	1
chr8	97388591	97388859	1
chr8	128231170	128231438	1
chr9	682705	682973	1
chr9	99328903	99329171	1
chr10	104357238	104357506	1
chr10	121012294	121012562	1
chr11	47210915	47211183	1
chr11	68624984	68625252	1
chr12	319488	319756	1
chr12	57524721	57524989	1
chr12	115049354	115049622	1
chr12	117100705	117100973	1
chr14	31493301	31493569	1
chr14	32094831	32095099	1
chr14	50188434	50188702	1
chr14	51342187	51342455	1
chr14	54913981	54914249	1
chr14	100611528	100611796	1
chr14	102909090	102909358	1
chr15	63766471	63766739	1
chr15	72475105	72475373	1
chr15	89009028	89009296	1
chr16	11373418	11373686	1
chr16	51153972	51154240	1
chr16	64192931	64193199	1
chr16	80441364	80441632	1
chr16	88854131	88854399	1
chr16	89571832	89572100	1
chr17	4663131	4663399	1
chr17	47269789	47270057	1
chr17	53383372	53383640	1
chr17	55422372	55422640	1
chr17	62227632	62227900	1
chr18	68098376	68098644	1
chr19	13088583	13088851	1
chr19	23832765	23833033	1
chr19	42069892	42070160	1
chr19	45427598	45427866	1
chr20	21120494	21120762	1
chr20	25154607	25154875	1
chr20	46185069	46185337	1
chr20	46539852	46540120	1
chr20	47539754	47540022	1
chr20	52259227	52259495	1
chr21	16582650	16582918	1
chr21	43352671	43352939	1
chr21	45877667	45877935	1
chr1	6642505	6642773	1
chr1	12675898	12676166	1
chr1	19536720	19536988	1
chr1	40887432	40887700	1
chr1	93416724	93416992	1
chr1	200868800	200869068	1
chr1	211849150	211849418	1
chr1	234449854	234450122	1
chr2	9476944	9477212	1
chr2	20293285	20293553	1
chr2	39351679	39351947	1
chr2	48477103	48477371	1
chr2	152852340	152852608	1
chr2	161972216	161972484	1
chr2	167228649	167228917	1
chr2	239172046	239172314	1
chr2	239203299	239203567	1
chr3	32257630	32257898	1
chr3	52016465	52016733	1
chr3	187888838	187889106	1
chr3	194885535	194885803	1
chr4	187677103	187677371	1
chr5	37718204	37718472	1
chr5	52772893	52773161	1
chr5	72974251	72974519	1
chr5	146550158	146550426	1
chr5	147039168	147039436	1
chr5	178931692	178931960	1
chr6	3835516	3835784	1
chr6	113964246	113964514	1
chr6	131136466	131136734	1
chr6	131184730	131184998	1
chr6	160928529	160928797	1
chr7	5595377	5595645	1
chr7	96056084	96056352	1
chr8	22446248	22446516	1
chr8	122441294	122441562	1
chr9	117090677	117090945	1
chr10	5189446	5189714	1
chr10	97235780	97236048	1
chr11	57265390	57265658	1
chr11	62192929	62193197	1
chr11	67895685	67895953	1
chr11	75432862	75433130	1
chr12	3213918	3214186	1
chr12	52257731	52257999	1
chr12	66323935	66324203	1
chr13	48575488	48575756	1
chr14	24069255	24069523	1
chr14	37950138	37950406	1
chr15	42684695	42684963	1
chr15	61027803	61028071	1
chr16	13339554	13339822	1
chr16	15492757	15493025	1
chr16	73071887	73072155	1
chr16	81156769	81157037	1
chr17	53511138	53511406	1
chr17	73379153	73379421	1
chr18	30384499	30384767	1
chr19	1400408	1400676	1
chr19	4390873	4391141	1
chr19	35164534	35164802	1
chr20	14965794	14966062	1
chr20	17966347	17966615	1
chr20	22504744	22505012	1
chr20	42176164	42176432	1
chr20	49005347	49005615	1
chr20	50847922	50848190	1
chr21	33965334	33965602	1
chrX	133128607	133128875	1
chr1	15945324	15945592	1
chr1	52771433	52771701	1
chr1	54304133	54304401	1
chr1	57376287	57376555	1
chr1	89511018	89511286	1
chr1	100032141	100032409	1
chr1	101048631	101048899	1
chr1	182257945	182258213	1
chr1	204114210	204114478	1
chr1	220940637	220940905	1
chr1	235112015	235112283	1
chr1	235814283	235814551	1
chr2	65413679	65413947	1
chr2	70415663	70415931	1
chr2	73441791	73442059	1
chr2	75743576	75743844	1
chr2	84521099	84521367	1
chr2	85190901	85191169	1
chr2	86864440	86864708	1
chr2	109039938	109040206	1
chr2	110903872	110904140	1
chr2	127754419	127754687	1
chr2	139252188	139252456	1
chr2	162884262	162884530	1
chr2	172290326	172290594	1
chr2	178052365	178052633	1
chr2	178262719	178262987	1
chr3	132377249	132377517	1
chr3	140954587	140954855	1
chr3	146902602	146902870	1
chr3	188014866	188015134	1
chr4	6756971	6757239	1
chr4	185025615	185025883	1
chr5	38533436	38533704	1
chr6	1314080	1314348	1
chr6	25084099	25084367	1
chr6	26419117	26419385	1
chr6	37103986	37104254	1
chr6	110886946	110887214	1
chr6	111931748	111932016	1
chr6	126265653	126265921	1
chr7	411182	411450	1
chr7	834445	834713	1
chr7	29140058	29140326	1
chr7	73707116	73707384	1
chr7	98979295	98979563	1
chr8	11576208	11576476	1
chr8	25275763	25276031	1
chr8	101541114	101541382	1
chr8	121839895	121840163	1
chr8	121851579	121851847	1
chr8	137041968	137042236	1
chr8	141521017	141521285	1
